CustomerID,Workday_working_call_duration,Workday_after_work_call_duration,Weekend_call_duration,International_call_duration,Total_call_duration,Average_call_duration
K279370,336.60,460.20,30.00,166.41,826.80,4.01
K279450,267.00,481.80,42.50,139.59,791.30,4.91
K279470,560.40,820.50,26.40,146.14,1407.30,4.13
K279610,523.20,540.90,8.50,141.23,1072.60,3.30
K279720,483.00,532.50,60.00,129.05,1075.50,3.18
K279770,268.80,756.90,123.60,106.44,1149.30,2.91
K280090,72.60,645.30,99.00,102.70,816.90,2.37
K280180,669.00,648.90,20.40,179.25,1338.30,2.14
K280230,295.80,440.40,51.00,100.44,787.20,2.28
K280340,425.40,455.70,26.40,154.17,907.50,4.09
K280450,321.00,545.40,6.60,119.98,873.00,4.12
K280500,213.00,588.90,19.50,179.78,821.40,4.03
K280570,286.20,478.50,120.00,173.16,884.70,2.42
K280620,411.00,701.40,92.40,135.11,1204.80,2.36
K280690,826.80,782.10,87.50,103.23,1696.40,5.37
K280740,403.20,622.50,117.60,173.30,1143.30,2.72
K280830,615.60,306.30,33.60,140.73,955.50,1.68
K280930,637.80,35.70,37.00,131.58,710.50,2.06
K281170,478.20,278.40,26.40,76.28,783.00,2.17
K281200,559.80,244.50,19.00,145.92,823.30,1.98
K281230,501.00,135.90,48.00,104.23,684.90,2.49
K281250,603.60,261.30,18.60,60.77,883.50,2.34
K281400,633.00,122.10,18.00,132.70,773.10,2.15
K281470,303.60,196.20,46.00,162.46,545.80,2.70
K281480,747.60,102.30,36.50,88.40,886.40,2.18
K281570,823.20,27.30,46.00,127.03,896.50,1.80
K281580,460.20,77.10,23.40,78.20,560.70,2.08
K281620,424.20,187.80,46.00,97.49,658.00,2.04
K281650,656.40,75.00,21.60,100.14,753.00,2.30
K281670,527.40,342.30,17.40,3.14,887.10,2.22
K281800,666.00,57.90,24.60,128.15,748.50,2.28
K281910,681.00,172.20,38.40,99.10,891.60,2.07
K282030,399.60,282.60,16.00,177.62,698.20,2.28
K282070,609.00,336.90,34.00,91.87,979.90,2.04
K282090,478.20,187.20,47.40,175.81,712.80,1.68
K282180,319.80,190.80,26.00,22.85,536.60,2.47
K282260,474.00,240.00,39.00,108.48,753.00,2.03
K282520,441.60,206.10,23.00,56.61,670.70,3.13
K282820,342.60,120.00,48.00,132.72,510.60,1.76
K282920,585.00,162.30,16.20,66.95,763.50,2.02
K282930,574.80,156.90,19.80,149.22,751.50,2.36
K282940,570.60,397.20,19.00,14.50,986.80,2.17
K282990,338.40,161.10,31.20,51.75,530.70,2.28
K283130,567.00,37.80,17.40,94.22,622.20,1.72
K283150,779.40,93.30,40.20,19.85,912.90,2.32
K283200,462.00,302.40,34.00,64.25,798.40,2.62
K283230,456.00,18.00,26.00,141.13,500.00,1.94
K283260,636.60,159.90,44.00,3.06,840.50,2.72
K283330,541.80,30.30,16.80,148.03,588.90,1.82
K283500,419.40,75.30,16.20,24.11,510.90,2.14
K283610,435.60,57.00,41.40,70.97,534.00,1.87
K283870,439.20,262.80,36.00,115.00,738.00,2.52
K284050,504.00,265.20,5.00,47.48,774.20,2.23
K284120,511.80,329.40,5.40,6.26,846.60,3.68
K284320,427.80,248.10,9.60,130.47,685.50,2.10
K284750,484.80,253.80,3.50,86.34,742.10,2.16
K284840,482.40,141.60,16.80,47.79,640.80,1.82
K284870,309.00,288.30,18.60,120.01,615.90,2.03
K284970,672.60,144.60,28.00,134.27,845.20,2.24
K285010,564.60,250.20,20.40,31.29,835.20,2.65
K285050,471.00,298.20,32.40,56.49,801.60,2.69
K285270,298.80,235.80,33.00,73.99,567.60,2.22
K285290,372.60,231.30,13.20,141.99,617.10,2.54
K285540,498.60,123.90,40.20,96.11,662.70,1.75
K285720,490.20,189.90,42.60,171.54,722.70,2.70
K285780,707.40,199.50,9.00,40.13,915.90,2.13
K285800,594.00,212.70,12.00,161.28,818.70,2.17
K285870,438.00,92.10,24.00,150.69,554.10,2.27
K285920,464.40,267.30,6.00,40.02,737.70,2.60
K285960,570.60,286.50,7.00,143.30,864.10,2.98
K286200,643.80,58.20,41.40,162.52,743.40,2.36
K286380,739.80,91.20,34.80,87.87,865.80,2.47
K286400,365.40,144.30,26.00,157.34,535.70,2.09
K286440,595.20,32.70,13.50,174.87,641.40,1.91
K286530,341.40,316.80,7.00,47.85,665.20,2.29
K286690,548.40,292.80,26.40,45.79,867.60,2.11
K286740,631.20,55.50,45.60,61.63,732.30,1.74
K286810,744.60,48.00,9.60,179.28,802.20,2.60
K286940,442.20,80.70,33.00,71.97,555.90,2.47
K286950,408.60,127.20,17.40,85.35,553.20,2.63
K287100,394.80,184.50,27.00,51.83,606.30,1.58
K287110,415.20,133.50,21.00,19.79,569.70,2.22
K287160,410.40,162.90,49.20,135.26,622.50,2.34
K287200,743.40,20.10,29.00,81.89,792.50,2.60
K287270,375.00,342.60,18.60,102.31,736.20,3.26
K287440,514.80,266.70,47.00,53.24,828.50,2.57
K287650,526.80,328.20,47.40,157.51,902.40,1.90
K287840,790.80,30.00,28.80,165.16,849.60,1.65
K287870,427.20,35.10,39.60,89.91,501.90,1.93
K287910,387.00,108.90,28.80,152.01,524.70,1.86
K287970,460.20,269.10,49.20,66.09,778.50,4.03
K288010,473.40,200.40,41.40,54.73,715.20,2.30
K288090,345.00,246.00,30.60,41.46,621.60,2.60
K288410,360.00,193.80,22.20,150.86,576.00,3.65
K288450,404.40,286.80,45.00,55.48,736.20,1.85
K288500,604.20,251.40,43.80,58.00,899.40,2.90
K288940,367.80,340.80,4.80,122.92,713.40,2.66
K289020,346.80,187.20,34.50,3.77,568.50,3.95
K289130,471.00,380.70,13.00,84.54,864.70,2.23
K289180,352.80,194.10,48.60,29.36,595.50,2.42
K289240,387.60,134.70,15.60,13.11,537.90,1.97
K289310,495.00,146.70,5.40,106.18,647.10,1.89
K289480,403.20,290.70,34.80,159.82,728.70,2.04
K289720,453.60,157.20,27.00,57.51,637.80,2.34
K289760,570.60,47.70,20.40,49.23,638.70,2.04
K289900,461.40,94.50,6.60,46.72,562.50,1.60
K289940,536.40,67.20,31.80,79.77,635.40,1.80
K290320,520.20,105.30,37.20,164.75,662.70,1.74
K290430,533.40,159.00,26.00,163.98,718.40,2.49
K290470,387.60,311.40,38.40,77.51,737.40,3.23
K290600,666.60,111.30,25.80,131.26,803.70,1.75
K290660,662.40,169.50,10.20,61.78,842.10,2.10
K290670,491.40,150.00,11.50,90.83,652.90,3.18
K290790,661.80,84.30,16.20,116.47,762.30,1.54
K290800,415.20,90.90,34.20,167.93,540.30,2.30
K290920,691.20,136.50,17.00,31.14,844.70,2.72
K290930,404.40,343.80,25.80,175.67,774.00,2.65
K290990,445.80,91.50,22.20,10.48,559.50,2.03
K291080,579.00,205.80,16.20,131.03,801.00,1.86
K291300,579.60,364.80,39.00,177.72,983.40,1.83
K291320,590.40,354.60,27.60,17.61,972.60,2.45
K291400,538.80,38.70,33.00,32.00,610.50,2.06
K291430,327.00,169.20,34.20,104.32,530.40,2.11
K291470,554.40,248.40,11.50,153.78,814.30,2.31
K291730,585.00,230.70,29.40,83.23,845.10,2.73
K291790,493.20,173.70,33.60,160.33,700.50,1.88
K291800,339.60,193.80,9.00,65.35,542.40,1.99
K291940,650.40,210.90,9.60,20.82,870.90,2.04
K292180,540.00,327.00,33.60,11.29,900.60,2.45
K292310,645.60,52.20,2.40,71.51,700.20,3.21
K292320,647.40,264.60,34.00,28.72,946.00,2.99
K292380,645.60,72.30,11.40,124.03,729.30,4.96
K292620,297.60,223.50,38.40,1.99,559.50,7.56
K292720,619.20,43.80,25.20,41.91,688.20,5.21
K292820,634.20,279.00,39.50,159.05,952.70,4.58
K292900,635.40,51.90,38.00,26.34,725.30,5.41
K292910,532.20,298.50,20.00,79.56,850.70,3.56
K293180,282.60,207.90,27.00,16.71,517.50,3.36
K293320,423.00,81.30,27.00,42.46,531.30,4.70
K293500,615.00,30.30,12.50,62.49,657.80,3.94
K293570,328.80,278.40,25.50,171.67,632.70,4.14
K294050,334.20,206.10,20.40,116.60,560.70,2.70
K294450,585.00,100.50,48.00,11.23,733.50,3.51
K294530,667.20,283.50,27.60,71.12,978.30,3.69
K294580,639.60,248.40,36.50,21.14,924.50,2.78
K294750,578.40,267.00,43.80,95.99,889.20,3.45
K294920,331.20,280.50,30.00,65.92,641.70,4.55
K295010,749.40,136.20,16.80,0.41,902.40,3.35
K295040,578.40,368.70,11.40,112.82,958.50,4.59
K295050,490.80,337.80,30.00,66.62,858.60,3.10
K295410,597.60,172.50,46.20,104.93,816.30,3.08
K295450,504.60,357.00,15.00,6.03,876.60,3.41
K295590,536.40,115.20,48.50,153.39,700.10,6.48
K295620,447.00,62.70,34.00,118.65,543.70,3.40
K295730,523.20,162.00,6.00,104.02,691.20,4.46
K295770,471.00,57.30,6.60,12.98,534.90,5.57
K295790,540.00,249.30,6.60,66.76,795.90,4.42
K295930,798.60,110.10,15.00,87.48,923.70,3.93
K295950,726.00,102.30,25.00,123.34,853.30,3.22
K296060,528.00,431.10,21.00,8.32,980.10,2.16
K296090,529.80,119.70,31.80,82.28,681.30,5.01
K296160,664.80,48.30,33.50,62.99,746.60,2.94
K296610,504.60,240.00,25.00,91.04,769.60,3.61
K296620,422.40,119.70,7.20,139.74,549.30,3.87
K296730,354.00,116.70,37.00,157.90,507.70,3.10
K296780,523.80,147.90,20.40,53.96,692.10,4.47
K296790,456.60,61.20,43.50,143.04,561.30,4.97
K296800,373.20,176.10,46.00,91.50,595.30,2.93
K297010,781.20,78.90,33.60,125.63,893.70,8.85
K297380,586.80,47.70,12.60,105.68,647.10,7.70
K297640,427.80,53.40,35.40,4.77,516.60,4.42
K297770,424.80,165.00,31.50,168.19,621.30,2.66
K297810,472.20,225.30,39.00,140.49,736.50,3.98
K297880,759.60,145.50,35.40,37.11,940.50,6.82
K297970,378.60,125.10,43.00,93.07,546.70,3.22
K298140,450.60,58.20,26.40,24.17,535.20,4.69
K298300,363.60,265.80,30.60,81.05,660.00,4.43
K298370,567.60,73.80,26.40,49.73,667.80,2.85
K298420,384.00,303.00,32.40,84.06,719.40,4.89
K298530,585.60,107.40,21.00,19.59,714.00,5.85
K298600,445.80,176.10,23.00,61.80,644.90,3.21
K298730,308.40,153.00,48.00,47.46,509.40,3.69
K298840,735.60,180.30,31.50,171.48,947.40,4.41
K298920,648.00,170.40,11.40,33.90,829.80,3.13
K298950,300.60,193.80,20.50,98.22,514.90,4.86
K298970,376.80,337.20,39.50,116.53,753.50,2.94
K299190,549.00,24.00,45.60,37.49,618.60,8.14
K299300,355.80,237.00,35.40,56.40,628.20,3.65
K299340,444.00,203.40,14.00,13.70,661.40,5.70
K299370,367.80,324.60,27.60,43.26,720.00,3.91
K299460,313.20,190.20,14.40,47.32,517.80,6.02
K299500,520.20,41.10,24.00,64.56,585.30,3.70
K299580,644.40,137.70,38.00,178.64,820.10,6.36
K299810,457.20,203.10,29.40,87.81,689.70,4.51
K299860,709.20,211.20,43.00,178.44,963.40,4.50
K300190,319.80,195.00,34.80,44.03,549.60,5.91
K300450,388.80,63.00,48.60,37.85,500.40,4.28
K300560,534.60,385.50,18.50,84.86,938.60,4.05
K300590,522.00,138.00,15.60,90.14,675.60,6.09
K300660,432.60,102.30,44.00,133.45,578.90,7.33
K300680,380.40,143.70,43.80,40.18,567.90,9.96
K300900,545.40,71.70,22.20,129.81,639.30,3.30
K300910,505.80,316.50,28.50,0.88,850.80,4.01
K301040,507.00,129.90,48.00,176.94,684.90,4.82
K301220,460.80,363.90,29.40,28.74,854.10,2.60
K301400,656.40,105.90,8.50,162.76,770.80,3.28
K301460,448.20,390.60,14.40,72.09,853.20,5.65
K301490,646.20,193.20,35.00,101.52,874.40,7.35
K301530,461.40,79.80,33.00,91.92,574.20,5.47
K301640,450.60,51.90,24.50,106.44,527.00,3.61
K301650,511.20,447.00,22.80,10.80,981.00,2.42
K301660,364.20,287.40,8.50,114.81,660.10,3.59
K301670,472.20,374.10,9.60,108.33,855.90,3.17
K301700,722.40,46.20,49.80,132.99,818.40,3.23
K301780,616.20,132.60,35.00,109.96,783.80,4.31
K301860,443.40,165.30,13.80,128.33,622.50,4.94
K302010,377.40,237.00,12.00,107.82,626.40,2.52
K302060,581.40,238.20,25.20,72.05,844.80,2.29
K302200,366.00,187.20,17.00,55.55,570.20,3.78
K302210,537.60,420.30,4.80,56.60,962.70,2.94
K302350,392.40,290.10,17.40,89.03,699.90,2.90
K302380,712.20,86.40,32.40,46.67,831.00,4.83
K302480,515.40,422.40,36.50,40.77,974.30,8.05
K302640,542.40,199.20,14.00,51.13,755.60,5.07
K302660,457.20,118.80,3.00,68.62,579.00,5.91
K302830,531.60,241.20,21.00,54.47,793.80,3.41
K303020,501.60,456.90,30.00,49.32,988.50,3.37
K303210,1399.80,928.20,42.60,143.51,2370.60,1.94
K303280,1595.40,234.00,17.00,113.58,1846.40,2.20
K303340,846.00,379.20,20.40,55.47,1245.60,1.96
K303470,1074.00,44.40,44.50,143.25,1162.90,2.10
K303510,731.40,346.20,18.60,161.38,1096.20,2.01
K303620,1091.40,562.20,4.80,11.32,1658.40,2.07
K303640,1183.80,425.40,11.40,96.38,1620.60,2.04
K303710,673.20,546.60,16.80,173.05,1236.60,1.75
K303760,1530.00,302.40,40.00,34.26,1872.40,2.32
K303810,739.80,563.70,43.80,155.85,1347.30,3.64
K303900,830.40,426.00,15.00,54.38,1271.40,1.81
K303910,1060.20,532.50,6.00,176.50,1598.70,2.76
K303950,706.20,393.00,13.80,8.86,1113.00,2.01
K304020,1164.00,22.50,21.60,53.02,1208.10,1.74
K304060,884.40,95.70,24.00,98.55,1004.10,2.06
K304220,1189.80,295.50,40.20,1.77,1525.50,2.35
K304400,717.00,365.40,21.50,114.83,1103.90,1.86
K304470,1302.60,148.20,41.40,69.49,1492.20,1.76
K304530,966.00,47.40,22.00,43.55,1035.40,2.08
K304540,1628.40,227.70,16.00,130.17,1872.10,2.24
K304580,775.80,520.20,23.40,69.64,1319.40,1.78
K304700,712.20,680.10,28.80,30.96,1421.10,2.27
K304730,608.40,385.20,10.80,70.95,1004.40,1.84
K304780,997.20,120.90,12.00,34.87,1130.10,1.62
K304850,1732.20,511.80,19.80,50.13,2263.80,2.34
K304910,1156.20,428.40,12.60,119.79,1597.20,2.03
K304940,1320.60,509.40,24.60,73.29,1854.60,1.64
K305300,1312.80,61.80,30.00,153.98,1404.60,1.74
K305360,1915.80,380.70,48.00,118.48,2344.50,2.07
K305500,831.00,469.50,37.50,86.50,1338.00,1.86
K305550,1089.00,180.60,35.50,13.92,1305.10,1.81
K305560,1345.80,455.40,9.60,112.25,1810.80,1.77
K305950,582.60,518.40,42.60,68.60,1143.60,2.05
K306000,637.80,475.20,29.40,104.93,1142.40,2.75
K306010,1545.00,114.30,13.20,21.02,1672.50,2.15
K306070,1201.80,598.50,16.80,161.85,1817.10,1.96
K306120,1162.80,159.90,21.50,119.46,1344.20,1.63
K306140,718.20,396.90,49.00,2.44,1164.10,2.46
K306160,774.60,697.50,9.60,82.74,1481.70,2.83
K306190,1297.80,473.10,32.40,114.91,1803.30,1.99
K306210,1450.80,479.10,9.00,0.10,1938.90,1.70
K306230,1671.00,404.40,37.20,30.66,2112.60,2.12
K306690,1422.60,356.40,48.00,19.56,1827.00,3.35
K306780,804.00,193.50,12.00,132.22,1009.50,2.01
K306860,1266.00,594.90,25.80,70.10,1886.70,2.29
K306900,867.00,156.60,48.00,96.72,1071.60,2.44
K306940,1019.40,24.90,39.00,54.60,1083.30,2.31
K307140,911.40,75.30,40.20,50.01,1026.90,1.91
K307160,1332.60,151.50,33.60,13.66,1517.70,2.10
K307190,987.60,100.80,30.60,157.54,1119.00,1.82
K307210,1744.20,512.40,48.00,33.79,2304.60,2.61
K307260,856.80,235.50,43.80,175.54,1136.10,2.52
K307280,1138.80,27.00,15.60,178.21,1181.40,1.52
K307310,1545.60,539.10,48.00,120.45,2132.70,1.83
K307350,1240.80,380.40,16.00,33.04,1637.20,2.62
K307400,849.60,410.10,41.00,125.17,1300.70,2.20
K307440,1923.00,541.20,25.20,46.88,2489.40,1.86
K307520,1122.00,538.50,11.40,26.76,1671.90,1.61
K307650,1118.40,127.80,46.00,156.67,1292.20,2.18
K307930,1108.20,299.70,38.40,20.03,1446.30,2.22
K308010,591.60,471.00,35.40,8.33,1098.00,2.83
K308110,829.20,628.80,48.60,137.21,1506.60,2.12
K308280,954.00,62.10,4.80,6.03,1020.90,2.37
K308420,700.20,304.50,23.40,168.32,1028.10,2.64
K308660,700.80,257.10,43.50,32.93,1001.40,2.29
K308820,855.00,135.90,36.00,48.21,1026.90,1.81
K308860,1172.40,150.00,25.20,150.16,1347.60,2.42
K309080,1141.80,153.00,39.60,69.29,1334.40,2.21
K309150,570.00,486.60,42.50,71.02,1099.10,2.78
K309180,1374.60,360.30,22.80,48.41,1757.70,1.77
K309410,771.60,365.10,7.80,59.35,1144.50,2.39
K309520,1440.60,148.50,16.80,149.15,1605.90,1.79
K309530,1060.80,303.30,1.80,14.53,1365.90,2.16
K309630,669.60,516.90,36.60,155.07,1223.10,2.48
K309640,1182.00,573.00,30.60,91.73,1785.60,2.41
K309860,1268.40,507.90,28.00,43.32,1804.30,2.63
K310040,924.60,580.80,17.40,87.62,1522.80,2.30
K310080,2376.00,325.20,35.40,97.07,2736.60,2.78
K310670,706.20,512.40,20.50,0.91,1239.10,1.98
K310810,1006.80,232.20,32.40,157.79,1271.40,1.58
K310860,573.00,448.80,17.40,67.20,1039.20,2.07
K310870,1183.20,19.80,6.00,78.55,1209.00,2.46
K310920,851.40,546.90,26.40,32.74,1424.70,2.28
K311070,1251.00,125.40,36.00,126.94,1412.40,2.71
K311230,1370.40,552.60,49.20,63.42,1972.20,2.49
K311340,927.60,73.50,12.00,47.74,1013.10,1.97
K311400,1290.00,141.00,46.00,36.12,1477.00,1.66
K311480,1066.20,523.80,21.00,149.96,1611.00,2.19
K311720,1383.60,599.40,12.00,126.00,1995.00,1.74
K311730,1315.20,138.00,16.20,5.08,1469.40,1.94
K311760,999.60,253.80,3.00,94.24,1256.40,2.30
K312000,534.00,477.00,36.60,166.34,1047.60,3.06
K312010,1385.40,103.50,16.00,121.04,1504.90,1.70
K312300,1208.40,74.70,42.00,64.15,1325.10,2.74
K312340,726.60,315.90,3.60,70.36,1046.10,2.08
K312540,1269.60,86.70,43.00,164.98,1399.30,2.73
K312660,1274.40,195.00,12.00,53.75,1481.40,2.96
K312890,681.60,380.40,37.80,140.46,1099.80,3.19
K312960,660.00,367.80,26.00,136.51,1053.80,2.44
K312980,686.40,499.50,17.00,44.50,1202.90,2.34
K313090,953.40,301.20,16.80,116.92,1271.40,2.81
K313170,764.40,289.20,43.50,70.30,1097.10,2.10
K313230,681.60,291.90,46.80,40.34,1020.30,2.66
K313280,1052.40,513.90,33.00,165.77,1599.30,1.77
K313380,1108.80,83.10,42.00,66.71,1233.90,2.65
K313400,1036.20,57.60,40.20,116.70,1134.00,2.71
K313630,807.00,359.40,15.00,111.96,1181.40,2.28
K313870,1121.40,60.30,18.50,25.59,1200.20,2.69
K314030,1117.80,237.60,34.80,29.01,1390.20,2.96
K314290,739.80,563.70,26.40,149.71,1329.90,3.18
K314300,990.00,245.10,4.20,95.77,1239.30,3.08
K314310,754.80,528.60,31.20,91.80,1314.60,1.78
K314670,703.20,376.80,49.00,4.80,1129.00,1.89
K314830,1014.00,370.50,19.80,126.92,1404.30,1.98
K314860,819.60,325.80,4.80,151.06,1150.20,1.83
K314910,1617.60,554.40,28.20,137.09,2200.20,2.27
K314950,1009.20,156.90,40.20,39.30,1206.30,2.15
K315190,1725.60,113.40,24.00,8.82,1863.00,1.80
K315250,1045.80,53.10,6.00,101.15,1104.90,1.98
K315370,653.40,382.20,26.00,43.43,1061.60,1.85
K315470,845.40,249.90,35.00,155.01,1130.30,1.70
K315500,1051.20,591.30,41.00,30.08,1683.50,2.20
K315510,552.00,486.00,11.40,20.74,1049.40,1.82
K315540,1330.20,79.80,26.00,63.68,1436.00,2.01
K315560,1002.00,491.70,39.00,19.28,1532.70,2.04
K315820,975.00,234.60,11.40,125.88,1221.00,3.37
K315840,989.40,173.10,31.50,70.87,1194.00,2.84
K315910,1087.20,46.80,21.00,34.02,1155.00,5.47
K315990,1249.80,478.80,25.00,66.62,1753.60,6.35
K316180,1039.20,425.70,31.00,65.69,1495.90,4.34
K316390,1305.60,132.90,39.60,32.60,1478.10,6.84
K316570,730.20,256.20,22.20,14.20,1008.60,4.20
K316740,1497.00,575.10,6.00,151.84,2078.10,3.07
K316910,973.20,234.60,47.40,164.03,1255.20,6.64
K317210,778.80,591.00,22.20,139.05,1392.00,3.45
K317230,1979.40,597.00,36.60,79.47,2613.00,3.08
K317240,1125.60,92.10,33.00,153.47,1250.70,3.22
K317310,790.80,244.50,36.00,3.32,1071.30,5.47
K317360,855.00,245.70,32.40,86.83,1133.10,3.96
K317380,696.60,461.70,28.50,66.00,1186.80,8.07
K317430,834.00,571.80,21.00,117.11,1426.80,5.53
K317440,897.00,426.90,2.40,93.84,1326.30,5.77
K317710,966.60,352.80,33.50,91.86,1352.90,3.15
K317720,1879.20,193.80,35.50,154.40,2108.50,3.62
K317870,1450.20,226.80,35.40,126.48,1712.40,3.66
K317890,820.20,621.60,21.00,95.58,1462.80,2.81
K317900,1785.00,384.90,15.00,9.97,2184.90,6.46
K317970,1083.00,139.80,30.50,49.15,1253.30,5.86
K318040,1873.20,456.30,15.50,6.23,2345.00,4.24
K318130,839.40,190.50,23.50,164.42,1053.40,3.76
K318140,950.40,325.50,9.60,82.05,1285.50,8.87
K318240,1281.60,130.20,49.50,55.34,1461.30,3.37
K318280,823.80,455.40,47.40,30.62,1326.60,3.29
K318290,1385.40,380.70,32.40,88.99,1798.50,6.79
K318390,584.40,532.50,6.00,47.72,1122.90,4.51
K318560,2139.60,424.50,10.20,38.40,2574.30,5.50
K318630,1228.80,129.90,27.60,109.98,1386.30,5.29
K318680,1177.20,59.70,16.00,44.08,1252.90,4.38
K318690,1377.60,318.30,34.80,76.94,1730.70,3.09
K318840,588.00,426.30,36.00,100.00,1050.30,2.67
K318860,1399.20,740.70,12.00,92.37,2151.90,4.56
K319080,1406.40,388.50,21.60,13.70,1816.50,4.68
K319340,1553.40,206.10,29.00,17.47,1788.50,3.82
K319380,675.60,356.40,49.20,89.18,1081.20,4.41
K319390,1643.40,252.60,18.00,28.24,1914.00,3.58
K319470,546.00,442.20,19.20,142.07,1007.40,2.23
K319600,982.80,314.40,16.20,114.46,1313.40,6.28
K319680,766.20,416.10,32.40,162.48,1214.70,8.38
K319740,1620.00,902.10,13.20,125.55,2535.30,5.11
K319870,991.20,180.60,36.60,65.51,1208.40,5.49
K320040,777.60,226.20,37.00,83.94,1040.80,4.21
K320070,916.80,63.90,19.50,93.20,1000.20,6.25
K320090,1214.40,274.20,25.80,110.50,1514.40,5.78
K320170,704.40,558.60,39.00,134.26,1302.00,5.49
K320380,814.80,416.40,31.00,62.24,1262.20,3.59
K320410,1134.60,603.00,35.00,71.21,1772.60,3.96
K320420,1014.00,164.40,27.00,132.10,1205.40,3.57
K320710,876.60,277.20,14.40,42.61,1168.20,4.17
K320760,1123.20,394.50,49.80,23.06,1567.50,3.60
K320770,1518.60,322.20,15.00,179.01,1855.80,4.59
K320820,1046.40,581.40,28.20,113.13,1656.00,3.79
K320950,1742.40,525.30,42.60,50.42,2310.30,4.43
K321000,972.60,445.80,20.40,71.73,1438.80,6.42
K321060,1266.60,330.30,33.00,45.70,1629.90,3.01
K321070,1281.00,37.50,12.00,10.75,1330.50,4.32
K321190,1468.20,180.30,44.00,133.26,1692.50,5.96
K321230,1098.00,355.80,24.00,121.49,1477.80,5.60
K321240,563.40,499.80,7.20,132.39,1070.40,9.73
K321320,1008.00,365.10,49.50,7.48,1422.60,2.57
K321500,1026.00,67.80,17.50,176.11,1111.30,7.26
K321530,933.00,249.90,42.00,130.32,1224.90,4.25
K321550,695.40,489.00,33.00,71.14,1217.40,8.01
K321800,1515.60,255.30,43.00,55.85,1813.90,5.99
K321890,565.20,481.50,38.00,107.36,1084.70,2.74
K322110,1095.60,263.10,28.00,111.21,1386.70,9.00
K322200,1021.20,278.10,17.00,118.94,1316.30,8.55
K322450,993.00,197.40,26.40,83.75,1216.80,9.15
K322490,1465.20,160.20,35.40,158.83,1660.80,9.03
K322590,967.80,49.20,25.20,60.45,1042.20,8.08
K322890,661.80,581.40,13.80,28.18,1257.00,2.36
K323010,1102.20,258.60,35.00,158.02,1395.80,3.92
K323040,799.80,465.90,12.60,125.31,1278.30,3.78
K323080,1145.40,697.50,6.00,88.50,1848.90,2.88
K323100,1605.60,449.70,1.80,137.44,2057.10,7.24
K323140,1113.60,416.10,22.00,35.24,1551.70,3.38
K323200,1549.20,237.60,12.00,129.06,1798.80,3.49
K323220,1867.80,319.80,29.40,21.64,2217.00,5.82
K323370,1219.20,418.50,24.00,124.73,1661.70,3.78
K323520,577.80,536.10,10.20,154.36,1124.10,5.09
K323580,1161.60,74.40,19.00,14.80,1255.00,4.74
K323730,846.60,277.20,30.00,106.67,1153.80,3.54
K323760,1863.00,237.00,31.00,39.55,2131.00,3.26
K323970,1170.00,391.20,41.40,71.35,1602.60,8.48
K324080,1279.80,171.00,3.50,90.46,1454.30,3.54
K324130,835.80,214.20,18.00,113.29,1068.00,2.72
K324160,1488.60,408.90,41.00,140.99,1938.50,8.08
K324310,855.00,206.70,48.00,162.40,1109.70,9.17
K324450,1530.00,316.80,18.00,112.35,1864.80,3.72
K324670,882.00,315.30,28.20,86.44,1225.50,3.29
K324690,1051.80,298.50,4.20,141.73,1354.50,4.01
K324950,992.40,133.50,18.00,69.64,1143.90,3.31
K324990,2179.20,49.50,33.60,67.03,2262.30,3.22
K325000,1486.20,106.20,30.60,14.43,1623.00,9.44
K325130,1158.00,614.70,28.50,153.34,1801.20,7.26
K325210,959.40,135.90,24.00,73.72,1119.30,4.93
K325250,655.20,418.20,41.50,172.66,1114.90,8.51
K325300,1238.40,444.00,35.40,31.80,1717.80,8.72
K325550,1583.40,183.60,34.50,48.35,1801.50,4.39
K325570,1960.20,150.90,21.00,157.07,2132.10,3.24
K325600,948.60,284.10,3.60,66.65,1236.30,3.33
K325630,861.00,111.90,36.00,124.68,1008.90,3.74
K325690,932.40,44.10,38.00,38.37,1014.50,2.89
K325720,735.60,305.10,47.40,12.34,1088.10,6.80
K325730,1753.20,346.20,36.60,86.69,2136.00,4.05
K325820,1183.80,75.90,42.00,96.39,1301.70,3.43
K326040,696.60,434.40,19.00,176.66,1150.00,3.13
K326310,825.00,441.30,43.50,130.76,1309.80,6.39
K326420,1556.40,194.40,15.00,142.54,1765.80,5.03
K326670,1093.20,266.10,40.20,93.33,1399.50,4.03
K326730,956.40,18.30,43.80,157.69,1018.50,5.75
K326810,793.20,390.60,39.00,72.73,1222.80,3.88
K327100,2406.00,362.10,35.00,24.00,2803.10,4.70
K327200,616.20,562.50,14.40,136.32,1193.10,3.76
K327220,1063.20,196.20,46.80,27.97,1306.20,8.65
K327230,623.40,445.20,36.60,11.91,1105.20,6.28
K327420,265.20,137.70,30.00,99.24,432.90,2.56
K327460,321.00,89.40,39.00,143.75,449.40,1.84
K327470,290.40,153.30,26.40,25.56,470.10,2.25
K327580,240.00,135.90,43.20,82.28,419.10,1.93
K327610,279.00,50.10,16.20,67.83,345.30,3.00
K327670,228.00,84.30,26.00,92.99,338.30,2.01
K327760,211.20,160.50,43.00,8.27,414.70,1.90
K327830,134.40,51.30,48.00,67.30,233.70,1.68
K327970,333.00,99.00,37.00,82.91,469.00,2.23
K328000,311.40,75.90,42.00,64.67,429.30,1.91
K328140,358.80,52.50,25.80,28.23,437.10,1.61
